label	topic_id	annotator1	annotator2	annotator3	annotator4	annotator5	annotator6	annotator7	annotator8	annotator9	annotator10
functional group	193.0	0	2	0.0	2.0	1.0					
ketone	193.0	2	1	0.0	2.0	2.0	2.0				
amide	193.0	2	2	1.0	2.0	1.0	3.0				
alkene	193.0	0	1	0.0	1.0						
disulfide	193.0	1	1	0.0	0.0						
aldehyde	193.0	3	2	1.0	2.0	1.0					
chemical reaction	193.0	0	0	1.0	0.0						
actin	194.0	1	3	1.0	2.0	1.0	1.0	1.0			
muscle contraction	194.0	2	1	1.0	1.0	1.0	2.0	2.0	1.0		
action potential	194.0	1	1	1.0	0.0	2.0	2.0	2.0	2.0	3.0	
depolarization	194.0	0	0	1.0	0.0						
skeletal muscle	194.0	1	1	2.0	1.0	0.0	3.0	1.0			
potassium	194.0	0	2	0.0	2.0	2.0					
acetylcholine	194.0	2	1	2.0	2.0	1.0	0.0	2.0	2.0		
cytosol	194.0	1	0	3.0	1.0	2.0	2.0				
nitric oxide	194.0	1	2	1.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0
membrane potential	194.0	3	2	2.0	1.0						
adenosine triphosphate	194.0	1	3	3.0	2.0	1.0					
reactive oxygen species	194.0	1	1	2.0	1.0	0.0	1.0	0.0			
neurotransmitter	194.0	2	2	1.0	1.0						
sodium channel	194.0	1	1	1.0	0.0	2.0	0.0				
cell membrane	194.0	3	3	3.0	2.0	2.0	3.0	3.0	3.0	1.0	
signal transduction	194.0	1	2	1.0	1.0	2.0	0.0	1.0			
cell signaling	194.0	2	1	1.0	2.0	2.0	1.0	2.0			
apoptosis	194.0	2	1	1.0	1.0	3.0	2.0	2.0	1.0	3.0	
inflammation	194.0	0	0	2.0	0.0	1.0					
programmed cell death	195.0	0	2	1.0	2.0	2.0	1.0				
carcinogenesis	195.0	0	2	1.0	1.0	3.0	2.0	2.0			
apoptosis	195.0	2	3	3.0	2.0	2.0	1.0	1.0			
gene expression	195.0	2	1	1.0	0.0	1.0					
nf-κb	195.0	2	2	0.0	2.0	0.0	1.0	0.0			
oxidative stress	195.0	2	1	1.0	2.0	2.0					
cancer cell	195.0	2	2	3.0	3.0	2.0	1.0	2.0			
cell death	195.0	2	1	2.0	2.0	3.0	1.0	2.0	3.0		
angiogenesis	195.0	1	1	1.0	2.0	1.0	1.0				
cell cycle	195.0	2	2	2.0	1.0	1.0	1.0	1.0			
necrosis	195.0	1	1	1.0	1.0	2.0	1.0				
p53	195.0	0	1	0.0	1.0	0.0	0.0				
cell growth	195.0	2	2	1.0	2.0	1.0	3.0				
immune system	195.0	1	3	2.0	3.0	2.0					
reactive oxygen species	195.0	2	1	1.0	2.0	1.0					
telomerase	195.0	2	1	1.0							
cellular differentiation	195.0	2	3	3.0	2.0	1.0	3.0	2.0	2.0	2.0	
survivin	195.0	1	2	2.0	2.0	1.0	1.0				
t cell	195.0	2	2	2.0	1.0	3.0					
infidelity	196.0	2	1	1.0	2.0	0.0	1.0				
sexual violence	196.0	2	2	1.0	1.0	2.0	3.0	3.0			
date rape	196.0	2	2	2.0	1.0	2.0					
child sexual abuse	196.0	0	0	2.0	0.0	1.0	1.0	0.0			
domestic violence	196.0	1	2	1.0	3.0	3.0	2.0	2.0			
sexual orientation	196.0	1	0	0.0	1.0	2.0	2.0				
homosexuality	196.0	0	0	1.0	1.0	1.0	1.0	1.0			
methamphetamine	196.0	2	1	1.0	1.0	1.0	2.0				
pedophilia	196.0	2	0	0.0	1.0						
alcohol abuse	196.0	2	3	1.0	2.0	2.0	3.0	2.0			
physical abuse	196.0	2	3	3.0	2.0	2.0					
alcoholism	196.0	1	2	2.0	1.0						
incest	196.0	1	3	1.0	0.0	1.0	2.0	2.0			
sexual abuse	196.0	3	2	3.0	1.0	3.0	2.0	2.0	0.0	3.0	
sexual intercourse	196.0	0	3	2.0	1.0	3.0	1.0	2.0			
child abuse	196.0	1	2	3.0	1.0	3.0	0.0	0.0			
addiction	196.0	3	2	0.0	2.0	2.0	2.0	3.0	2.0	1.0	2.0
human trafficking	196.0	3	1	2.0	1.0	3.0	3.0				
abuse	196.0	2	1	3.0	3.0	3.0	3.0	3.0	1.0		
sibling	197.0	3	1	2.0	1.0	1.0	1.0	1.0	2.0		
autism spectrum	197.0	1	1	1.0	2.0	1.0	1.0	1.0	1.0		
parenting	197.0	1	3	2.0	2.0	2.0	3.0	3.0	2.0	2.0	
child development	197.0	3	3	2.0	2.0	3.0	2.0	2.0	3.0		
only child	197.0	2	2	2.0	0.0	1.0	3.0	0.0			
youth	197.0	2	2	2.0	2.0	2.0	2.0				
toddler	197.0	1	1	1.0	2.0	3.0	2.0	2.0	2.0		
mother	197.0	1	2	3.0	1.0	2.0	1.0	1.0	2.0		
child	197.0	1	3	2.0	2.0						
foster care	197.0	2	0	3.0	2.0	0.0					
developmental psychology	197.0	1	3	2.0	3.0	0.0	3.0	0.0			
autism	197.0	0	0	0.0	1.0	1.0	2.0				
girl	197.0	3	1	1.0	0.0	1.0					
early childhood	197.0	2	2	2.0	3.0	2.0					
adolescence	197.0	3	3	1.0	3.0	3.0	2.0	3.0	3.0	2.0	
attention deficit hyperactivity disorder	197.0	0	1	0.0	0.0	3.0					
puberty	197.0	3	2	2.0	2.0	2.0	2.0	2.0	3.0		
childhood	197.0	3	3	2.0	2.0	2.0	2.0				
infant	197.0	2	1	3.0	2.0	3.0	2.0	1.0			
medical school	198.0	3	2	2.0	3.0	3.0	2.0	1.0	1.0	2.0	
family medicine	198.0	2	1	2.0	1.0	2.0					
primary care	198.0	3	2	1.0	2.0	3.0	2.0	3.0	2.0	2.0	
internal medicine	198.0	3	1	1.0							
clinical psychology	198.0	1	1	2.0	1.0	2.0	2.0				
emergency medicine	198.0	2	3	3.0	2.0	1.0	1.0	1.0	2.0		
physician assistant	198.0	2	1	2.0	3.0						
health education	198.0	2	3	1.0	3.0						
telemedicine	198.0	1	1	2.0	2.0	2.0					
anesthesiologist	198.0	2	1	1.0	1.0	2.0	1.0				
doctor of medicine	198.0	1	2	2.0	2.0	2.0	2.0	2.0			
nursing	198.0	2	3	2.0	2.0	2.0	1.0				
medicine	198.0	2	3	2.0	2.0	3.0	1.0				
neurology	198.0	2	1	1.0	1.0	1.0	2.0	1.0			
pediatrics	198.0	2	1	1.0	1.0	1.0	1.0				
health professional	198.0	3	3	2.0	2.0	2.0	3.0	3.0			
hospital	198.0	2	3	2.0	2.0	2.0	3.0	2.0			
medical education	198.0	3	3	3.0	1.0	2.0	2.0	2.0			
general practitioner	198.0	2	2	1.0	2.0	3.0	2.0	1.0			
cell signaling	199.0	0	2	0.0	2.0	1.0					
reactive oxygen species	199.0	0	0	2.0	2.0						
signal transduction	199.0	1	1	2.0	2.0	1.0	1.0	1.0	0.0	1.0	
activation	199.0	1	1	2.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
membrane potential	199.0	2	2	1.0	2.0	1.0	2.0				
antioxidant	199.0	2	1	2.0							
oxidative stress	199.0	1	3	1.0	1.0	3.0					
cytosol	199.0	2	0	1.0	2.0	2.0					
nanoparticle	199.0	0	1	1.0	3.0	1.0	1.0	1.0			
neurotransmitter	199.0	2	2	1.0	2.0	1.0	1.0	1.0			
cell growth	199.0	1	0	0.0	2.0	1.0					
nitric oxide	199.0	1	1	0.0	1.0	1.0	0.0				
cell membrane	199.0	3	0	2.0	2.0	1.0					
active transport	199.0	1	3	2.0	1.0	1.0	1.0	2.0			
intracellular	199.0	2	2	2.0	0.0	3.0	2.0				
vascular permeability	199.0	1	2	1.0	1.0	0.0	3.0	2.0			
metabolism	199.0	1	3	1.0	2.0	1.0	0.0	1.0	1.0		
lipid	199.0	2	1	2.0	0.0						
serotonin	199.0	0	1	0.0	3.0	2.0	1.0	0.0			
tracheal intubation	200.0	1	2	3.0	1.0	1.0	1.0	1.0			
glued iol	200.0	1	1	1.0	1.0	1.0	2.0	1.0			
radiofrequency ablation	200.0	1	1	0.0	0.0	2.0	2.0				
percutaneous	200.0	2	1	2.0	1.0	1.0	1.0				
chest tube	200.0	3	0	0.0	1.0						
cannula	200.0	2	1	1.0	2.0	1.0	1.0	0.0	1.0		
central venous catheter	200.0	2	1	3.0	1.0						
brachytherapy	200.0	2	2	1.0	0.0	2.0	1.0	1.0			
seldinger technique	200.0	0	3	2.0	1.0						
surgical incision	200.0	2	1	2.0	3.0	0.0	0.0				
syringe	200.0	1	0	0.0	1.0	2.0					
ablation	200.0	1	1	0.0	1.0	1.0	0.0				
ultrasound	200.0	1	1	1.0	0.0	3.0	3.0	1.0			
intubation	200.0	3	2	1.0	2.0	1.0	2.0	1.0			
laser ablation	200.0	0	1	0.0	2.0	1.0					
catheter	200.0	1	3	1.0	2.0	2.0	3.0				
forceps	200.0	0	1	0.0	0.0	1.0	1.0	2.0	0.0		
bio-mems	200.0	2	1	0.0	3.0	2.0					
electrosurgery	200.0	1	2	1.0	3.0	2.0	1.0				
clinical trial	201.0	1	3	1.0	3.0	3.0	2.0	0.0	0.0		
immunotherapy	201.0	0	2	1.0							
targeted therapy	201.0	2	2	3.0	1.0	3.0	1.0				
personalized medicine	201.0	2	2	3.0	0.0	3.0	2.0	1.0	1.0	1.0	
major depressive disorder	201.0	0	1	1.0	1.0	1.0					
chemotherapy	201.0	2	2	2.0	2.0	2.0					
drug resistance	201.0	2	3	1.0	1.0	1.0	1.0	1.0			
addiction	201.0	1	2	1.0	2.0	3.0	1.0	2.0			
clinical research	201.0	3	2	2.0	2.0	2.0	2.0				
gene therapy	201.0	2	2	1.0	2.0	0.0	0.0				
topiramate	201.0	3	2	1.0	0.0	1.0	1.0	1.0	1.0	1.0	
drug discovery	201.0	2	2	0.0	2.0	2.0	3.0				
antidepressant	201.0	1	2	2.0	2.0	1.0					
pharmacotherapy	201.0	2	3	1.0	2.0	2.0	1.0				
pain management	201.0	2	2	1.0	1.0	2.0	1.0				
antipsychotic	201.0	2	3	1.0	1.0	1.0	2.0	2.0			
biomarker (medicine)	201.0	2	2	2.0	2.0	2.0	0.0	2.0			
angiogenesis	201.0	1	1	1.0	1.0	1.0	2.0	1.0			
efficacy	201.0	2	1	1.0	0.0						
epinephrine	202.0	0	1	1.0	2.0	2.0					
neuropathic pain	202.0	0	0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	
serotonin	202.0	1	0	3.0	2.0	2.0					
anti-inflammatory	202.0	1	1	1.0	2.0	1.0	1.0				
neurotoxin	202.0	1	1	2.0	2.0	1.0	1.0	2.0			
efficacy	202.0	0	0	2.0	0.0	0.0	0.0	3.0	1.0		
toxicity	202.0	1	1	1.0	2.0	1.0	2.0				
estrogen	202.0	2	0	2.0	2.0	0.0	0.0				
glucocorticoid	202.0	1	0	1.0	2.0	2.0	3.0				
adverse effect	202.0	2	1	1.0	1.0	2.0	1.0	2.0	2.0	1.0	
opioid	202.0	0	2	1.0	0.0						
xylazine	202.0	1	1	1.0	1.0	2.0	0.0	0.0			
dopamine	202.0	0	1	3.0	1.0	1.0					
anxiolytic	202.0	2	2	1.0	2.0	2.0	1.0				
diazepam	202.0	1	1	1.0	1.0	2.0	1.0	1.0			
acetylcysteine	202.0	2	0	1.0	1.0	1.0	1.0	1.0			
self-administration	202.0	0	1	0.0	2.0	1.0	0.0				
bioavailability	202.0	2	3	2.0	1.0	2.0	0.0	3.0	0.0	2.0	
insulin (medication)	202.0	0	1	0.0	2.0	1.0					
meta-analysis	203.0	1	2	1.0	1.0	1.0	3.0				
questionnaire	203.0	1	0	2.0	3.0	3.0	0.0	1.0			
repeatability	203.0	2	2	2.0	1.0	2.0	0.0	0.0			
construct validity	203.0	1	1	2.0	2.0	1.0					
self-assessment	203.0	2	1	2.0	1.0	2.0					
measurement	203.0	3	2	3.0	2.0	1.0	2.0	3.0	2.0		
test (assessment)	203.0	2	3	2.0	3.0	2.0					
experiment	203.0	1	1	2.0	0.0	0.0	2.0	2.0			
predictive validity	203.0	2	2	2.0	2.0						
diagnostic test	203.0	1	0	1.0	3.0	2.0	1.0	2.0	2.0	3.0	1.0
quantitative	203.0	1	0	0.0	2.0	2.0	2.0	3.0			
likert scale	203.0	0	2	2.0	2.0	2.0	3.0	2.0	1.0		
program evaluation	203.0	2	1	2.0	2.0	3.0	2.0				
data collection	203.0	3	2	3.0	3.0	1.0	2.0	3.0	2.0		
evaluation	203.0	3	3	3.0	3.0	3.0	3.0				
reliability (research methods)	203.0	2	1	2.0	0.0	1.0	2.0	1.0			
factor analysis	203.0	3	1	1.0	2.0	2.0	1.0	3.0	2.0		
psychometrics	203.0	1	1	2.0	2.0	1.0	0.0	2.0	0.0		
standardized test	203.0	3	2	3.0	3.0	2.0	1.0				
cortisol	204.0	2	0	0.0	2.0	3.0					
platelet	204.0	2	2	2.0	1.0	3.0	3.0	3.0			
insulin (medication)	204.0	1	0	0.0	3.0	0.0	0.0	1.0	1.0		
calcium	204.0	0	2	1.0	2.0	1.0	2.0	2.0			
uric acid	204.0	1	2	1.0	1.0	1.0	2.0	0.0			
potassium	204.0	0	2	1.0	1.0	0.0	0.0	0.0			
bile acid	204.0	0	0	1.0	2.0	1.0					
blood sugar	204.0	2	2	1.0	2.0	3.0	2.0	1.0			
red blood cell	204.0	2	0	1.0	1.0	2.0	1.0				
insulin resistance	204.0	2	2	2.0	2.0	0.0	0.0	1.0	1.0	1.0	
hemoglobin	204.0	0	1	3.0	3.0						
iodine	204.0	0	1	0.0							
digestion	204.0	1	0	0.0	2.0	0.0	0.0	1.0			
electrolyte	204.0	2	2	0.0	1.0						
urine	204.0	0	2	0.0	0.0	0.0	2.0	0.0			
albumin	204.0	1	2	2.0	2.0	2.0	2.0	2.0			
metabolism	204.0	2	1	2.0	2.0	1.0	1.0				
excretion	204.0	1	1	2.0	2.0	2.0	1.0				
hyperkalemia	204.0	0	2	1.0	1.0	0.0	1.0	0.0			
pancreatitis	205.0	2	1	1.0	1.0	0.0	0.0				
complication (medicine)	205.0	0	2	3.0	1.0	2.0					
myocardial infarction	205.0	3	2	3.0	1.0						
respiratory disease	205.0	1	2	2.0	0.0	2.0	3.0	0.0			
pneumonia	205.0	1	1	2.0	0.0	0.0	1.0	0.0			
trauma	205.0	0	2	1.0	3.0	2.0	1.0	3.0			
renal failure	205.0	2	2	2.0	1.0	2.0	1.0	1.0			
dementia	205.0	2	1	2.0	2.0	1.0	1.0	1.0	0.0	1.0	
exacerbation	205.0	2	0	1.0	0.0	3.0	0.0				
cardiovascular disease	205.0	0	2	2.0	0.0						
heart failure	205.0	1	2	1.0	3.0	3.0	1.0	3.0	2.0	3.0	
comorbidity	205.0	1	1	2.0	2.0						
acute (medicine)	205.0	1	2	3.0	0.0	2.0	3.0	0.0			
cardiac arrest	205.0	1	1	2.0	2.0	3.0	2.0	2.0	2.0	2.0	
cirrhosis	205.0	1	1	1.0	0.0	1.0	2.0				
thrombosis	205.0	2	1	3.0	1.0	1.0	2.0	2.0	2.0		
sepsis	205.0	3	1	1.0	3.0	0.0	2.0	1.0			
coronary artery disease	205.0	3	0	2.0							
intensive care unit	205.0	2	1	3.0	1.0	2.0	1.0				
total fertility rate	206.0	3	1	0.0	0.0	2.0					
life expectancy	206.0	1	0	1.0	3.0	3.0	0.0	1.0			
population growth	206.0	2	2	2.0	2.0	3.0					
risk factor	206.0	2	0	0.0	3.0	1.0					
mortality rate	206.0	2	3	3.0	2.0	3.0	2.0	1.0			
incidence rate	206.0	3	1	3.0	2.0	3.0	3.0				
disease burden	206.0	1	2	0.0	2.0						
seroprevalence	206.0	3	2	2.0	2.0	1.0	0.0	0.0			
survival rate	206.0	3	2	3.0	2.0	0.0	3.0	2.0	3.0		
cardiovascular disease	206.0	1	2	1.0	3.0	2.0	2.0				
relative risk	206.0	2	2	1.0	1.0	1.0	0.0	1.0			
population decline	206.0	3	2	3.0	2.0						
age of onset	206.0	2	1	2.0	1.0	1.0					
malnutrition	206.0	2	1	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
birth rate	206.0	2	2	0.0	2.0						
infant mortality	206.0	1	1	1.0	1.0	2.0	1.0				
maternal death	206.0	0	1	1.0	2.0	0.0	1.0				
child mortality	206.0	2	3	2.0	3.0	0.0	2.0	0.0			
prevalence	206.0	2	1	3.0	1.0						
acetylcysteine	207.0	1	1	0.0	1.0	2.0	0.0	0.0			
tapentadol	207.0	2	1	2.0	1.0	0.0					
estradiol	207.0	2	2	1.0	2.0						
pharmacokinetics	207.0	3	2	2.0	2.0	3.0	3.0	3.0			
diazepam	207.0	0	0	1.0	2.0	1.0	1.0	1.0			
fluoxetine	207.0	1	0	0.0	1.0	1.0					
linezolid	207.0	2	2	0.0	3.0	2.0	2.0				
methadone	207.0	0	2	0.0	2.0	2.0	1.0				
glucocorticoid	207.0	1	2	2.0	1.0	0.0	1.0	0.0	1.0		
benzodiazepine	207.0	1	1	1.0	1.0	1.0	0.0				
insulin (medication)	207.0	1	2	0.0	2.0	1.0					
ciprofloxacin	207.0	0	0	1.0	0.0	2.0	0.0				
haloperidol	207.0	0	0	2.0	1.0						
clozapine	207.0	1	0	1.0	0.0	1.0					
metformin	207.0	1	1	0.0	1.0	0.0	2.0	2.0	2.0		
erythromycin	207.0	0	0	2.0	1.0						
bioavailability	207.0	1	2	1.0	2.0	2.0					
moclobemide	207.0	0	1	1.0	0.0	1.0	1.0				
bupropion	207.0	1	1	2.0	0.0	3.0	0.0				
endometrial cancer	208.0	1	2	2.0	2.0	1.0	1.0	1.0			
neoplasm	208.0	2	2	0.0	2.0	0.0	1.0				
asymptomatic	208.0	0	0	2.0	1.0						
melanoma	208.0	2	1	2.0	1.0	1.0	3.0	2.0	1.0	2.0	
thyroid	208.0	2	2	2.0	2.0	2.0	1.0	1.0	2.0	0.0	
differential diagnosis	208.0	2	2	2.0	2.0	3.0	1.0	1.0			
biopsy	208.0	1	1	3.0	3.0	1.0	2.0	3.0			
sarcoidosis	208.0	1	0	1.0	2.0						
hepatocellular carcinoma	208.0	0	2	1.0	1.0	2.0	2.0	1.0	1.0		
adenoma	208.0	0	0	3.0	2.0	0.0	3.0	0.0			
metastasis	208.0	2	0	1.0	1.0	2.0	0.0	1.0			
eosinophilia	208.0	3	1	1.0	0.0	1.0	2.0	1.0			
multiple myeloma	208.0	1	1	1.0	3.0	1.0					
renal cell carcinoma	208.0	2	2	2.0	1.0	3.0	2.0	1.0	2.0		
systemic lupus erythematosus	208.0	0	1	1.0	3.0	1.0	2.0	2.0	1.0		
ovarian cancer	208.0	2	2	2.0	1.0	1.0	2.0				
carcinoma	208.0	3	2	1.0	1.0	1.0	2.0				
giant cell	208.0	2	2	2.0	1.0	0.0					
granuloma	208.0	1	1	1.0	2.0	2.0	2.0	2.0			
database	209.0	1	2	1.0	2.0	2.0					
data collection	209.0	1	3	2.0	3.0	2.0	1.0	2.0	2.0	2.0	
data analysis	209.0	2	1	2.0	2.0						
methodology	209.0	2	1	3.0	1.0	3.0	2.0	1.0	1.0	3.0	
3d printing	209.0	2	1	2.0	1.0	0.0	1.0				
computing	209.0	2	0	0.0	1.0	2.0	2.0	1.0			
product lifecycle	209.0	0	0	2.0	1.0						
automation	209.0	2	2	1.0	1.0	2.0	2.0	1.0	1.0		
usability	209.0	1	1	2.0	2.0	0.0	0.0	1.0			
simulation software	209.0	1	0	0.0	1.0	3.0	1.0				
project management	209.0	2	3	2.0	2.0	1.0	1.0				
workflow	209.0	1	2	3.0	0.0	1.0	1.0				
system	209.0	0	2	2.0	2.0						
software	209.0	2	2	3.0	1.0	2.0					
geographic information system	209.0	1	1	2.0	2.0	0.0	1.0	1.0	3.0		
smart grid	209.0	1	1	3.0	0.0	1.0	0.0				
simulation	209.0	0	0	0.0	0.0						
computer	209.0	2	0	2.0	0.0	2.0	3.0				
information	209.0	3	2	3.0	2.0	2.0					
tolerability	210.0	1	1	1.0	1.0	1.0	1.0				
electroconvulsive therapy	210.0	2	2	1.0	2.0	1.0	1.0				
major depressive disorder	210.0	3	2	0.0	2.0	2.0	2.0	1.0			
therapy	210.0	3	2	3.0							
efficacy	210.0	1	2	1.0	0.0	3.0	1.0	1.0			
adjuvant therapy	210.0	1	2	3.0	3.0	2.0	2.0				
hormone replacement therapy (menopause)	210.0	1	2	1.0	1.0	3.0	2.0	2.0	2.0		
bevacizumab	210.0	1	0	2.0	0.0	1.0	2.0				
chemotherapy	210.0	2	2	3.0	2.0	2.0	2.0	2.0			
standard treatment	210.0	2	1	2.0	0.0	2.0					
antipsychotic	210.0	2	2	2.0	2.0	0.0	1.0	1.0			
radiation therapy	210.0	0	0	2.0	2.0	1.0					
hormone therapy	210.0	3	2	3.0	1.0	1.0	2.0	2.0			
antidepressant	210.0	1	1	1.0	2.0	1.0	1.0				
placebo	210.0	2	1	1.0	0.0	1.0	2.0				
pharmacotherapy	210.0	0	2	0.0	2.0	1.0					
pain management	210.0	2	2	2.0	1.0	1.0	1.0	3.0			
clinical trial	210.0	3	2	2.0	3.0	3.0	1.0				
cognitive behavioral therapy	210.0	2	2	3.0	2.0	3.0					
sol-gel	211.0	2	2	0.0	1.0	1.0	1.0	1.0	3.0		
water content	211.0	2	2	1.0	2.0	0.0	3.0				
ammonia	211.0	1	3	0.0	3.0	2.0	2.0	0.0			
porosity	211.0	3	2	2.0	2.0	2.0	0.0	2.0	1.0	3.0	
liquid	211.0	1	2	2.0	1.0	0.0	3.0				
thermal expansion	211.0	3	2	3.0	1.0	1.0	1.0	1.0	3.0		
calcium carbonate	211.0	2	1	1.0	0.0	1.0	1.0				
silicon dioxide	211.0	2	2	1.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0
crystallization	211.0	3	2	1.0	1.0	2.0	2.0	1.0			
surface energy	211.0	2	2	2.0	2.0	1.0	2.0	2.0			
properties of water	211.0	2	2	1.0	1.0	1.0					
hydrogen	211.0	1	0	1.0							
urea	211.0	0	0	0.0	0.0						
sodium chloride	211.0	2	1	2.0	2.0	0.0					
water vapor	211.0	1	1	1.0	2.0	2.0	0.0	0.0			
adsorption	211.0	3	2	2.0	2.0	1.0	2.0	3.0	3.0	2.0	2.0
evaporation	211.0	2	3	2.0	2.0	1.0	1.0	3.0	2.0	2.0	
nanoparticle	211.0	1	2	1.0	1.0	3.0	1.0	1.0			
solubility	211.0	2	1	2.0	1.0	1.0	2.0	2.0			
liquid	212.0	1	0	0.0	0.0	0.0	1.0	0.0	0.0		
nanowire	212.0	2	2	1.0	2.0	0.0	0.0				
bilayer	212.0	2	0	1.0	1.0	2.0	2.0				
monolayer	212.0	0	2	1.0	2.0						
surface energy	212.0	1	1	0.0							
cell membrane	212.0	2	1	2.0	1.0	1.0	0.0	2.0			
nanoparticle	212.0	2	2	1.0	1.0	2.0	2.0				
nanomaterials	212.0	2	2	1.0	1.0	2.0	2.0	0.0			
plasma (physics)	212.0	0	2	0.0	1.0	2.0					
carbon nanotube	212.0	1	2	1.0	2.0	3.0	2.0	1.0			
polymer	212.0	3	3	3.0	1.0						
thin film	212.0	2	2	2.0	0.0						
adsorption	212.0	1	1	2.0	2.0	2.0	1.0	2.0			
lipid bilayer	212.0	1	1	1.0							
solubility	212.0	1	1	1.0	2.0	1.0	1.0				
nanocomposite	212.0	3	3	2.0	3.0	3.0	1.0				
graphene	212.0	2	1	1.0	1.0	0.0	1.0				
quantum dot	212.0	1	1	2.0	1.0	2.0	0.0				
sol-gel	212.0	1	1	3.0	1.0	2.0					
variance	213.0	0	2	1.0	2.0	1.0					
quantitative	213.0	2	1	1.0	3.0						
power law	213.0	1	0	1.0	3.0	2.0	1.0				
regression analysis	213.0	2	1	3.0	2.0	1.0	0.0	1.0			
meta-analysis	213.0	2	3	1.0	3.0	1.0	1.0	1.0	1.0	2.0	
autocorrelation	213.0	3	1	1.0	2.0	2.0	2.0	2.0	1.0		
sensitivity analysis	213.0	1	1	2.0	1.0	2.0	1.0	2.0	2.0		
linear regression	213.0	1	1	1.0	0.0	2.0	1.0	1.0	1.0	2.0	2.0
factor analysis	213.0	3	2	1.0	2.0	2.0	3.0	1.0	2.0		
data analysis	213.0	3	3	3.0							
mathematical model	213.0	2	1	1.0	1.0	2.0	3.0	1.0			
parameter	213.0	1	1	1.0	3.0	0.0	2.0	2.0	0.0	1.0	
confounding	213.0	1	0	0.0	0.0	1.0	1.0	0.0			
principal component analysis	213.0	1	1	1.0	1.0	2.0	1.0	1.0	1.0	2.0	
biomarker	213.0	2	2	2.0	1.0	1.0	1.0	2.0			
time series	213.0	1	1	0.0	1.0						
causality	213.0	1	0	2.0	0.0	3.0	1.0				
standard deviation	213.0	2	1	2.0	2.0	1.0	1.0	2.0	3.0	1.0	
logistic regression	213.0	0	2	2.0	1.0						
serology	214.0	1	1	0.0	2.0	1.0	1.0				
immunohistochemistry	214.0	1	1	1.0	1.0	3.0	2.0	2.0	1.0	2.0	
blood test	214.0	1	3	2.0	2.0	2.0	3.0	1.0			
genotyping	214.0	2	1	1.0	1.0	2.0	1.0				
immunoassay	214.0	0	0	0.0	0.0	0.0	0.0				
sensitivity and specificity	214.0	0	0	2.0	1.0	0.0	0.0				
ultrasound	214.0	0	0	0.0	1.0						
antibody	214.0	2	1	1.0	2.0	0.0	1.0				
albumin	214.0	1	2	1.0	3.0	2.0	0.0				
urinalysis	214.0	2	0	3.0	1.0	3.0	0.0				
western blot	214.0	1	0	0.0	1.0	0.0	0.0	1.0			
alkaline phosphatase	214.0	0	0	2.0	1.0	2.0	1.0	0.0			
real-time polymerase chain reaction	214.0	2	0	1.0	1.0	1.0	1.0	0.0			
drug test	214.0	2	1	1.0	0.0	3.0					
biomarker	214.0	1	1	1.0	2.0	1.0					
assay	214.0	1	1	2.0	1.0	0.0	0.0	2.0			
genetic testing	214.0	2	1	1.0	1.0	1.0	2.0				
diagnostic test	214.0	3	2	1.0	2.0	2.0					
polymerase chain reaction	214.0	1	2	2.0	1.0						
visual memory	215.0	3	2	2.0	1.0	2.0	0.0	0.0			
implicit memory	215.0	3	1	2.0	1.0	1.0	0.0				
eye movement	215.0	3	1	1.0	1.0	2.0	3.0				
implicit learning	215.0	2	0	1.0	1.0	2.0					
working memory	215.0	1	2	2.0	3.0	0.0	1.0	2.0	1.0	1.0	
arousal	215.0	0	3	1.0	0.0	1.0	1.0	1.0			
visual system	215.0	0	0	1.0	2.0	1.0					
recognition memory	215.0	1	2	1.0	1.0	2.0	1.0	0.0			
visual perception	215.0	3	2	3.0	1.0	3.0	3.0	1.0	1.0		
perception	215.0	1	2	2.0	3.0	0.0	1.0	0.0			
change blindness	215.0	1	1	0.0	1.0	1.0	2.0	0.0	1.0		
explicit memory	215.0	0	1	0.0	3.0	2.0	3.0	1.0	1.0	0.0	
attention	215.0	1	1	0.0	2.0	0.0	2.0				
spatial memory	215.0	0	1	1.0	2.0	2.0	1.0				
visual search	215.0	2	2	1.0	2.0	1.0					
negative priming	215.0	2	2	2.0	0.0	0.0					
embodied cognition	215.0	2	2	1.0							
stimulation	215.0	0	2	0.0	3.0	2.0					
habituation	215.0	1	1	1.0	3.0	1.0	2.0	2.0	1.0	1.0	
differential diagnosis	216.0	2	2	2.0	1.0	2.0					
clinical trial	216.0	3	3	3.0	3.0	3.0	2.0	3.0	2.0		
diagnosis	216.0	2	0	2.0	0.0	2.0	3.0				
multiple myeloma	216.0	2	1	1.0	1.0	1.0	0.0	0.0			
efficacy	216.0	2	1	2.0	0.0	1.0	0.0				
medical diagnosis	216.0	2	2	1.0	1.0	2.0	1.0	3.0			
biomarker	216.0	0	2	1.0	3.0	2.0	2.0				
c-reactive protein	216.0	3	2	1.0	1.0	2.0	1.0	0.0			
sepsis	216.0	2	1	2.0	1.0						
diagnostic test	216.0	1	1	1.0	1.0	2.0	1.0	1.0	1.0		
adjuvant therapy	216.0	1	3	0.0							
